,form_submission,form_created,embed_form_in_notion_click,subscribed,form_saved,create_form_database_chosen,open_form_click,edit_form_click,save_form_click,create_form_click,paid_plans_buy_pro_click,nav_pricing_click,paying,cluster
19624.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19627.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17504.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18549.0,0,2,0,0,0,2,0,1,0,3,0,0,0,0
15359.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
18455.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22019.0,0,1,3,0,8,1,1,9,8,0,0,0,0,0
16032.0,0,1,0,0,1,3,0,1,1,0,0,0,0,0
17948.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23531.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
15707.0,1,1,0,0,2,3,2,2,2,1,0,0,0,0
22023.0,0,1,1,0,3,2,2,3,3,0,0,0,0,0
15481.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15945.0,0,2,2,0,0,4,0,0,0,1,0,0,0,0
14423.0,0,1,1,0,3,1,0,3,3,1,0,0,0,0
22960.0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
23237.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
24187.0,0,1,3,0,3,1,0,3,3,0,0,0,0,0
20753.0,2,2,1,0,0,3,1,0,0,4,0,0,0,0
24189.0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
24190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14388.0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
14424.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15370.0,0,1,0,0,0,1,1,0,0,2,0,0,0,0
21209.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21986.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
25424.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
16742.0,0,1,2,0,2,1,0,2,3,0,0,0,0,0
16743.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20302.0,0,1,1,0,0,2,0,0,0,2,0,0,0,0
25427.0,0,1,0,0,3,2,0,3,3,0,0,0,0,0
16741.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16791.0,0,1,1,0,17,1,0,18,17,0,0,0,0,0
22732.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20031.0,2,1,1,0,2,1,0,2,2,0,0,0,0,0
20032.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
20033.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
20995.0,0,2,1,0,0,4,0,0,0,4,0,0,0,0
26576.0,0,0,0,0,4,0,0,3,4,0,0,0,0,0
26062.0,0,0,0,0,1,0,0,1,1,0,0,2,0,0
26168.0,0,1,0,0,0,5,0,1,0,0,0,0,0,0
26175.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26178.0,1,1,0,0,1,6,1,3,9,7,0,0,0,0
26179.0,1,1,0,0,0,1,0,1,0,4,0,0,0,0
26180.0,2,1,0,0,6,1,0,6,6,0,0,0,0,0
26184.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
26186.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16491.0,0,2,2,0,2,4,2,2,2,0,0,0,0,0
16482.0,0,1,1,0,2,3,0,2,2,1,0,0,0,0
16499.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
20028.0,0,1,1,0,5,1,3,5,5,3,0,0,0,0
23570.0,5,2,0,0,3,2,2,6,3,1,0,0,0,0
26149.0,1,0,0,0,0,0,0,0,0,0,1,5,0,0
26197.0,0,1,0,0,0,2,1,0,0,1,0,0,0,0
26198.0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
25154.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
18017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24049.0,1,1,1,0,1,2,1,1,1,1,0,1,0,0
20532.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24236.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21041.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
24045.0,0,1,1,0,3,1,0,6,4,0,0,0,0,0
25667.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25480.0,0,1,0,0,0,2,0,0,0,2,0,0,0,0
25485.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14828.0,0,2,0,0,0,3,0,2,0,4,0,0,0,0
14829.0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
13829.0,0,0,0,0,1,0,0,1,1,2,0,0,0,0
15777.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
22594.0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
22596.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
19844.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14170.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19274.0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
21438.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
24480.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17935.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21334.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24484.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
15704.0,0,2,0,0,1,2,0,2,1,2,0,0,0,0
16701.0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
16709.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20047.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20050.0,0,0,0,0,0,2,0,0,0,3,0,2,0,0
20051.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20259.0,0,1,1,0,0,6,1,0,0,1,0,0,0,0
20262.0,0,1,0,0,4,1,1,9,4,1,0,0,0,0
20263.0,0,0,2,0,7,0,0,8,8,0,0,0,0,0
18039.0,0,0,0,0,4,0,0,6,4,0,0,0,0,0
18043.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18044.0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
18045.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18047.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25500.0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
25779.0,2,2,0,0,0,2,0,0,0,2,0,0,0,0
18049.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18051.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
18567.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
18569.0,1,1,3,0,3,2,2,4,3,1,0,0,0,0
15126.0,0,0,0,0,1,1,2,2,1,2,0,0,0,0
15133.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
15138.0,0,1,1,0,3,1,2,3,4,0,0,0,0,0
19229.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15552.0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
25050.0,0,1,0,0,2,2,0,2,2,0,0,0,0,0
14536.0,0,1,0,0,4,1,1,4,4,0,0,0,0,0
20802.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20804.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
24846.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25047.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25051.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19212.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18508.0,0,0,0,0,0,5,0,0,0,14,0,0,0,0
18512.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25775.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
25776.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
25461.0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
19216.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19217.0,2,2,0,0,0,3,1,3,0,3,0,0,0,0
14411.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
18300.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19307.0,0,0,0,0,3,0,1,3,3,0,0,0,0,0
14903.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
19304.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18906.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
17709.0,0,2,1,0,0,2,0,0,0,3,0,0,0,0
17710.0,0,1,0,0,0,2,0,0,0,0,0,1,0,0
20404.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
17726.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19536.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23151.0,0,1,0,0,7,1,0,7,7,1,0,0,0,0
15937.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
15939.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
17856.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17861.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
17863.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15930.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
15931.0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
24216.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19387.0,0,1,0,0,0,3,1,1,0,1,0,0,0,0
20187.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
20188.0,1,2,1,0,1,2,0,2,1,3,0,1,0,0
26335.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22825.0,1,0,0,0,3,0,2,3,3,0,0,0,0,0
24863.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25093.0,0,3,0,0,0,5,0,0,0,1,0,0,0,0
19059.0,0,1,0,0,0,6,1,0,0,0,0,0,0,0
14652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20309.0,0,2,1,0,2,2,0,4,2,2,0,0,0,0
18869.0,0,1,1,0,3,1,1,3,3,1,0,1,0,0
18982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19035.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19058.0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
25097.0,0,1,1,0,1,2,0,2,1,0,0,0,0,0
25098.0,0,1,0,0,4,4,0,5,4,0,0,0,0,0
25981.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
26036.0,1,2,0,0,0,3,3,0,0,0,0,0,0,0
26037.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14006.0,0,0,0,0,2,0,2,2,2,0,0,0,0,0
14150.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
19755.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
19801.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19804.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25606.0,1,1,0,0,0,3,1,0,0,2,1,0,0,0
26039.0,0,2,0,0,6,5,0,8,7,4,0,0,0,0
26040.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
26043.0,2,1,0,0,0,3,0,1,0,8,0,2,0,0
26044.0,0,3,0,0,0,10,0,0,0,0,0,0,0,0
26046.0,0,2,0,0,0,2,0,0,0,6,0,0,0,0
26049.0,1,1,0,0,1,2,0,1,1,1,0,0,0,0
26050.0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
18188.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19332.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
22243.0,0,1,1,0,2,1,0,2,3,1,0,0,0,0
22266.0,1,0,2,0,1,0,0,1,1,0,0,0,0,0
18891.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
18930.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18933.0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
22268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14839.0,0,1,0,0,1,5,0,2,1,0,0,1,0,0
18382.0,0,1,1,0,2,1,0,2,2,4,0,0,0,0
18853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13860.0,0,1,1,0,5,0,0,5,5,0,0,0,0,0
18209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25832.0,0,2,1,0,0,3,0,0,0,0,0,0,0,0
26956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26948.0,0,1,1,0,6,1,0,6,6,0,0,0,0,0
26952.0,1,1,0,0,0,4,1,2,0,2,0,0,0,0
19989.0,0,0,1,0,5,0,2,7,6,0,0,0,0,0
21600.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14572.0,0,1,1,0,0,1,1,2,0,1,0,0,0,0
22528.0,0,1,1,0,4,1,0,5,4,3,0,0,0,0
23097.0,1,1,0,0,0,7,0,0,0,2,0,0,0,0
16573.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20590.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
21598.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14571.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16853.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
23306.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23398.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
25594.0,3,0,1,0,0,0,0,0,0,0,0,1,0,0
16577.0,0,1,1,0,1,2,2,7,1,1,0,1,0,0
18731.0,0,0,2,0,4,0,2,4,4,0,0,0,0,0
18779.0,0,1,1,0,0,2,0,0,0,2,0,0,0,0
17210.0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
26722.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
20617.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20620.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
23228.0,0,3,0,0,1,4,0,3,1,4,0,0,0,0
16325.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24647.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
14116.0,0,2,2,0,0,3,0,0,0,2,0,0,0,0
15223.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
15224.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
21849.0,1,3,0,0,1,3,3,4,1,2,0,0,0,0
21851.0,0,2,2,0,0,2,0,1,0,1,0,0,0,0
21848.0,0,1,2,0,1,5,0,1,2,1,0,0,0,0
15448.0,0,1,0,0,2,4,1,2,2,1,0,2,0,0
14296.0,0,0,0,0,2,0,0,1,2,0,0,0,0,0
22766.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22821.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17418.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
15420.0,0,0,0,0,0,2,0,0,0,1,0,1,0,0
14685.0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
21321.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24749.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
24751.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22432.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23274.0,0,2,1,0,3,3,0,5,3,3,0,0,0,0
14545.0,0,0,0,0,3,4,3,4,3,3,0,1,0,0
24762.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
23224.0,0,3,0,0,2,3,0,2,2,3,0,0,0,0
23269.0,0,1,0,0,2,0,0,2,2,0,0,0,0,0
14553.0,0,1,0,0,0,1,0,0,0,3,0,1,0,0
17716.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19432.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14062.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20460.0,1,1,2,0,10,1,1,9,11,0,0,0,0,0
25933.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17834.0,0,1,1,0,0,2,0,1,0,0,0,0,0,0
14738.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
25176.0,1,0,0,0,0,3,0,0,0,4,0,0,0,0
25177.0,0,0,1,0,1,0,0,2,1,0,0,0,0,0
23850.0,0,0,0,0,2,0,0,2,2,0,0,0,0,0
19152.0,2,1,1,0,1,1,0,1,1,5,0,0,0,0
19153.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19693.0,3,1,0,0,4,3,0,4,4,1,0,0,0,0
14618.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23900.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23901.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25899.0,0,1,1,0,1,1,0,1,1,6,0,0,0,0
23823.0,0,0,0,0,0,1,0,2,0,4,0,0,0,0
18263.0,2,1,0,0,2,1,3,3,2,3,0,0,0,0
18274.0,0,1,2,0,3,1,0,8,3,1,0,0,0,0
18281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25400.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
25903.0,0,1,0,0,1,1,0,2,1,0,0,0,0,0
18833.0,0,1,0,0,0,3,0,1,0,1,0,0,0,0
21513.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25307.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18629.0,0,1,0,0,3,7,0,4,3,9,0,0,0,0
18636.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
18638.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15877.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
17739.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17741.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17450.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
17127.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17742.0,0,1,2,0,1,3,0,1,1,0,0,0,0,0
17743.0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
24257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24260.0,1,1,0,0,2,1,0,3,2,1,1,1,0,0
20708.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20214.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24258.0,0,1,1,0,8,6,1,11,10,2,0,1,0,0
24263.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
20210.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20212.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26408.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
24783.0,0,1,0,0,1,4,0,1,1,3,0,0,0,0
26893.0,0,0,1,0,1,0,0,2,1,0,0,0,0,0
13927.0,0,18,0,1,0,4,0,2,0,2,1,0,0,0
16171.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
17345.0,0,2,2,0,1,4,0,1,2,7,0,1,0,0
17713.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19671.0,0,3,0,0,3,4,0,3,3,5,0,0,0,0
22743.0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
14192.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
15531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15568.0,0,2,3,0,4,3,0,7,5,4,0,0,0,0
22857.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22858.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23473.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24571.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
24572.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23468.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24662.0,0,0,2,0,6,0,0,5,6,0,0,1,0,0
24670.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24672.0,0,0,0,0,2,0,1,2,2,0,0,0,0,0
26370.0,0,2,1,0,1,4,2,1,1,1,0,1,0,0
21241.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21222.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
23305.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21683.0,2,0,0,0,1,0,0,2,1,0,0,0,0,0
16471.0,0,1,0,0,2,1,0,3,2,3,0,0,0,0
19988.0,2,1,0,0,1,1,0,1,1,0,0,0,0,0
23311.0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
16472.0,0,1,0,0,0,1,0,1,0,2,0,0,0,0
16474.0,0,1,0,0,1,3,0,1,1,2,0,0,0,0
21682.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26783.0,2,1,0,0,2,2,3,2,2,0,0,0,0,0
26867.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
15006.0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
26863.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
26864.0,0,0,0,0,0,6,0,0,0,3,0,0,0,0
19763.0,0,1,0,0,2,1,0,3,2,0,1,1,0,0
15001.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
16619.0,0,4,3,0,2,4,0,3,2,7,0,0,0,0
22952.0,0,1,0,0,1,2,1,1,1,0,0,0,0,0
24432.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24433.0,0,2,0,0,1,3,0,3,1,3,0,0,0,0
24434.0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
15090.0,0,0,0,0,0,8,0,0,0,9,0,0,0,0
15316.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
20666.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
21742.0,7,1,0,0,1,1,0,2,1,1,0,0,0,0
21744.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
15310.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24437.0,2,1,1,0,2,4,0,3,2,0,0,1,0,0
26015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26016.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
26019.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22564.0,0,1,0,0,2,4,1,2,2,1,0,0,0,0
22961.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22963.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15853.0,0,1,0,0,0,2,0,0,0,3,0,0,0,0
18669.0,0,0,0,0,4,0,0,4,4,0,0,1,0,0
17265.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
17280.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26817.0,1,1,1,0,2,1,0,2,3,0,0,0,0,0
26818.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24812.0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
21112.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26820.0,0,1,0,0,0,1,0,2,0,1,0,0,0,0
18737.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
18739.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21322.0,0,0,0,0,2,0,0,3,2,0,0,0,0,0
22433.0,0,1,0,0,0,1,1,0,0,3,0,0,0,0
24713.0,0,0,0,0,2,0,0,2,2,0,0,0,0,0
19778.0,0,0,1,0,0,1,0,0,0,2,0,0,0,0
23374.0,0,0,0,0,1,0,0,2,1,0,0,1,0,0
21254.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
23135.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
24710.0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
14516.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
18943.0,0,1,0,0,1,3,1,1,1,2,0,1,0,0
19413.0,0,1,0,0,1,1,0,2,1,0,0,0,0,0
20511.0,1,2,1,0,1,3,0,1,1,6,0,0,0,0
20512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21668.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16292.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
16436.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20398.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20510.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19407.0,1,0,0,0,1,0,0,3,1,0,0,0,0,0
16442.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19541.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21618.0,2,1,1,1,5,1,1,6,5,1,1,0,0,0
21658.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22110.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
22113.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17833.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
18750.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26671.0,0,1,1,0,6,1,0,9,6,1,0,0,0,0
26787.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26788.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26789.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14324.0,0,1,3,0,3,2,0,4,3,1,0,1,0,0
26794.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
18752.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15294.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
15330.0,0,1,0,0,3,2,0,4,3,0,0,0,0,0
22928.0,0,0,2,0,1,0,0,2,1,0,0,1,0,0
23251.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
14352.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
14672.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
23132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23204.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22539.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22541.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23360.0,0,1,2,0,2,1,0,2,4,2,0,0,0,0
19692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22543.0,0,0,0,0,2,0,2,2,2,0,0,0,0,0
22544.0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
15431.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15512.0,0,1,0,0,1,2,0,0,1,3,1,2,0,0
15536.0,0,1,0,0,1,2,0,0,1,0,0,0,0,0
20636.0,1,1,1,0,3,1,0,3,3,0,0,0,0,0
20637.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
17365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21891.0,1,1,1,0,0,2,0,0,0,2,0,0,0,0
25252.0,0,0,0,0,3,0,0,3,3,0,0,0,0,0
25255.0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
25257.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
21861.0,0,1,2,0,2,1,0,3,2,1,0,0,0,0
17363.0,0,1,1,0,2,0,0,2,3,0,0,0,0,0
21189.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19290.0,0,0,0,0,4,0,2,4,4,0,0,0,0,0
16846.0,0,1,0,0,1,3,0,1,1,0,0,1,0,0
21583.0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
17757.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
18970.0,0,0,0,0,2,0,0,3,2,0,0,0,0,0
18973.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
